actual_entry_fill_points,actual_exit_fill_points,ambiguous_adverse_first,bars_held_m1,block_kind,block_lower,block_upper,commission_cost_points,component_ids,confluence_lower,confluence_upper,cost_adjusted_entry_points,cost_adjusted_exit_points,cost_evidence_class,d1_candle2_start,decision_time,direction,entry_bar_start,entry_path_available_at,entry_reference_points,event_id,exit_reason,exit_reference_points,exit_time,experiment_id,expiry_time,exposure_label,family,fill_evidence_class,fill_reason,fill_status,final_holdout_accesses,financing_cost_points,gross_movement_points,gross_r,holding_hours,mode,net_points,net_r,outcome,program_id,protected_data_accesses,risk_points,scenario_id,setup_id,slippage_cost_points,spread_cost_points,stop_reference_points,strategy_id,target_multiple,target_reference_points,timeframe
7534.5,7531.6,False,1,BREAKER,7532.6,7541.7,1.0,FVG-004378|BREAKER-000465,7532.6,7536.4,7535.25,7530.85,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-04-02 00:00:00,2020-04-03 12:31:00,BULLISH,2020-04-03 12:31:00,2020-04-03 12:32:00,7534.5,D1-20200402-BULLISH,ENTRY_BAR_STOP_ADVERSE,7531.6,2020-04-03 12:32:00,MLR-TECH-ABL-001,2020-04-04 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-2.9,-0.5370370370370370370370370370,0.0,TECHNICAL_ONLY_ABLATION,-5.40,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,5.40,NORMALIZED_LOW_COST,D1-20200402-BULLISH-M1-C2_FVG_BREAKER-FVG-004378-BREAKER-000465,0.50,1,7531.6,M1_C2_FVG_BREAKER,1.5,7542.600,M1
7534.5,7530.6,False,1,BREAKER,7532.6,7541.7,2,FVG-004378|BREAKER-000465,7532.6,7536.4,7536.0,7529.1,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-04-02 00:00:00,2020-04-03 12:31:00,BULLISH,2020-04-03 12:31:00,2020-04-03 12:32:00,7534.5,D1-20200402-BULLISH,ENTRY_BAR_STOP_ADVERSE,7530.6,2020-04-03 12:32:00,MLR-TECH-ABL-001,2020-04-04 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-3.9,-0.4382022471910112359550561798,0.0,TECHNICAL_ONLY_ABLATION,-8.9,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,8.9,NORMALIZED_MEDIUM_COST,D1-20200402-BULLISH-M1-C2_FVG_BREAKER-FVG-004378-BREAKER-000465,1.0,2,7530.6,M1_C2_FVG_BREAKER,1.5,7547.85,M1
7534.5,7526.6,False,2,BREAKER,7532.6,7541.7,4,FVG-004378|BREAKER-000465,7532.6,7536.4,7539.0,7522.1,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-04-02 00:00:00,2020-04-03 12:31:00,BULLISH,2020-04-03 12:31:00,2020-04-03 12:32:00,7534.5,D1-20200402-BULLISH,STOP,7526.6,2020-04-03 12:33:00,MLR-TECH-ABL-001,2020-04-04 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-7.9,-0.3779904306220095693779904306,0.016666666666666666,TECHNICAL_ONLY_ABLATION,-20.90,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,20.9,NORMALIZED_HIGH_COST,D1-20200402-BULLISH-M1-C2_FVG_BREAKER-FVG-004378-BREAKER-000465,3.0,6,7526.6,M1_C2_FVG_BREAKER,1.5,7565.85,M1
8555.5,8561.4,False,5,BREAKER,8554.6,8560.4,1.0,FVG-004505|BREAKER-000483,8554.6,8556.4,8554.75,8562.15,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-04-23 00:00:00,2020-04-24 03:09:00,BEARISH,2020-04-24 05:40:00,2020-04-24 05:41:00,8555.5,D1-20200423-BEARISH,STOP,8561.4,2020-04-24 05:45:00,MLR-TECH-ABL-001,2020-04-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-5.9,-0.7023809523809523809523809524,0.06666666666666667,TECHNICAL_ONLY_ABLATION,-8.40,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,8.40,NORMALIZED_LOW_COST,D1-20200423-BEARISH-M1-C2_FVG_BREAKER-FVG-004505-BREAKER-000483,0.50,1,8561.4,M1_C2_FVG_BREAKER,1.5,8542.900,M1
8555.5,8537.65,False,142,BREAKER,8554.6,8560.4,2,FVG-004505|BREAKER-000483,8554.6,8556.4,8554.0,8539.15,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-04-23 00:00:00,2020-04-24 03:09:00,BEARISH,2020-04-24 05:40:00,2020-04-24 05:41:00,8555.5,D1-20200423-BEARISH,TARGET_1_5R,8537.65,2020-04-24 08:02:00,MLR-TECH-ABL-001,2020-04-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,17.85,1.5,2.35,TECHNICAL_ONLY_ABLATION,12.85,1.079831932773109243697478992,WIN_TARGET_1_5R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,11.9,NORMALIZED_MEDIUM_COST,D1-20200423-BEARISH-M1-C2_FVG_BREAKER-FVG-004505-BREAKER-000483,1.0,2,8562.4,M1_C2_FVG_BREAKER,1.5,8537.65,M1
8555.5,8519.65,False,149,BREAKER,8554.6,8560.4,4,FVG-004505|BREAKER-000483,8554.6,8556.4,8551.0,8524.15,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-04-23 00:00:00,2020-04-24 03:09:00,BEARISH,2020-04-24 05:40:00,2020-04-24 05:41:00,8555.5,D1-20200423-BEARISH,TARGET_1_5R,8519.65,2020-04-24 08:09:00,MLR-TECH-ABL-001,2020-04-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,35.85,1.5,2.466666666666667,TECHNICAL_ONLY_ABLATION,22.85,0.9560669456066945606694560669,WIN_TARGET_1_5R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,23.9,NORMALIZED_HIGH_COST,D1-20200423-BEARISH-M1-C2_FVG_BREAKER-FVG-004505-BREAKER-000483,3.0,6,8566.4,M1_C2_FVG_BREAKER,1.5,8519.65,M1
8992.2,9002.9,False,22,BREAKER,8991.8,9001.9,1.0,FVG-004685|BREAKER-000507,8991.8,8992.6,8991.45,9003.65,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-05-06 00:00:00,2020-05-07 05:16:00,BEARISH,2020-05-07 05:16:00,2020-05-07 05:17:00,8992.2,D1-20200506-BEARISH,STOP,9002.9,2020-05-07 05:38:00,MLR-TECH-ABL-001,2020-05-08 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-10.7,-0.8106060606060606060606060606,0.35,TECHNICAL_ONLY_ABLATION,-13.20,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,13.20,NORMALIZED_LOW_COST,D1-20200506-BEARISH-M1-C2_FVG_BREAKER-FVG-004685-BREAKER-000507,0.50,1,9002.9,M1_C2_FVG_BREAKER,1.5,8972.400,M1
8992.2,9003.9,False,23,BREAKER,8991.8,9001.9,2,FVG-004685|BREAKER-000507,8991.8,8992.6,8990.7,9005.4,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-05-06 00:00:00,2020-05-07 05:16:00,BEARISH,2020-05-07 05:16:00,2020-05-07 05:17:00,8992.2,D1-20200506-BEARISH,STOP,9003.9,2020-05-07 05:39:00,MLR-TECH-ABL-001,2020-05-08 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-11.7,-0.7005988023952095808383233533,0.36666666666666664,TECHNICAL_ONLY_ABLATION,-16.7,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,16.7,NORMALIZED_MEDIUM_COST,D1-20200506-BEARISH-M1-C2_FVG_BREAKER-FVG-004685-BREAKER-000507,1.0,2,9003.9,M1_C2_FVG_BREAKER,1.5,8967.15,M1
8992.2,9007.9,False,30,BREAKER,8991.8,9001.9,4,FVG-004685|BREAKER-000507,8991.8,8992.6,8987.7,9012.4,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-05-06 00:00:00,2020-05-07 05:16:00,BEARISH,2020-05-07 05:16:00,2020-05-07 05:17:00,8992.2,D1-20200506-BEARISH,STOP,9007.9,2020-05-07 05:46:00,MLR-TECH-ABL-001,2020-05-08 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-15.7,-0.5470383275261324041811846690,0.48333333333333334,TECHNICAL_ONLY_ABLATION,-28.70,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,28.7,NORMALIZED_HIGH_COST,D1-20200506-BEARISH-M1-C2_FVG_BREAKER-FVG-004685-BREAKER-000507,3.0,6,9007.9,M1_C2_FVG_BREAKER,1.5,8949.15,M1
10808.25,10812.0,False,2,BREAKER,10804.5,10811.0,1.0,FVG-004850|BREAKER-000528,10805.5,10811.0,10807.50,10812.75,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-07-21 00:00:00,2020-07-22 12:13:00,BEARISH,2020-07-22 12:15:00,2020-07-22 12:16:00,10808.25,D1-20200721-BEARISH,STOP,10812.0,2020-07-22 12:17:00,MLR-TECH-ABL-001,2020-07-23 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-3.75,-0.6,0.016666666666666666,TECHNICAL_ONLY_ABLATION,-6.25,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,6.25,NORMALIZED_LOW_COST,D1-20200721-BEARISH-M1-C2_FVG_BREAKER-FVG-004850-BREAKER-000528,0.50,1,10812.0,M1_C2_FVG_BREAKER,1.5,10798.875,M1
10808.25,10813.0,False,3,BREAKER,10804.5,10811.0,2,FVG-004850|BREAKER-000528,10805.5,10811.0,10806.75,10814.5,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-07-21 00:00:00,2020-07-22 12:13:00,BEARISH,2020-07-22 12:15:00,2020-07-22 12:16:00,10808.25,D1-20200721-BEARISH,STOP,10813.0,2020-07-22 12:18:00,MLR-TECH-ABL-001,2020-07-23 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-4.75,-0.4871794871794871794871794872,0.03333333333333333,TECHNICAL_ONLY_ABLATION,-9.75,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,9.75,NORMALIZED_MEDIUM_COST,D1-20200721-BEARISH-M1-C2_FVG_BREAKER-FVG-004850-BREAKER-000528,1.0,2,10813.0,M1_C2_FVG_BREAKER,1.5,10793.625,M1
10808.25,10817.0,False,5,BREAKER,10804.5,10811.0,4,FVG-004850|BREAKER-000528,10805.5,10811.0,10803.75,10821.5,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-07-21 00:00:00,2020-07-22 12:13:00,BEARISH,2020-07-22 12:15:00,2020-07-22 12:16:00,10808.25,D1-20200721-BEARISH,STOP,10817.0,2020-07-22 12:20:00,MLR-TECH-ABL-001,2020-07-23 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-8.75,-0.4022988505747126436781609195,0.06666666666666667,TECHNICAL_ONLY_ABLATION,-21.75,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,21.75,NORMALIZED_HIGH_COST,D1-20200721-BEARISH-M1-C2_FVG_BREAKER-FVG-004850-BREAKER-000528,3.0,6,10817.0,M1_C2_FVG_BREAKER,1.5,10775.625,M1
11207.3,11195.750,False,21,BREAKER,11207.1,11211.5,1.0,FVG-004986|BREAKER-000549,11207.1,11207.5,11206.55,11196.500,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-08-13 00:00:00,2020-08-14 03:22:00,BEARISH,2020-08-14 03:26:00,2020-08-14 03:27:00,11207.3,D1-20200813-BEARISH,TARGET_1_5R,11195.750,2020-08-14 03:47:00,MLR-TECH-ABL-001,2020-08-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,11.550,1.5,0.3333333333333333,TECHNICAL_ONLY_ABLATION,9.050,1.175324675324675324675324675,WIN_TARGET_1_5R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,7.70,NORMALIZED_LOW_COST,D1-20200813-BEARISH-M1-C2_FVG_BREAKER-FVG-004986-BREAKER-000549,0.50,1,11212.5,M1_C2_FVG_BREAKER,1.5,11195.750,M1
11207.3,11190.50,False,55,BREAKER,11207.1,11211.5,2,FVG-004986|BREAKER-000549,11207.1,11207.5,11205.8,11192.00,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-08-13 00:00:00,2020-08-14 03:22:00,BEARISH,2020-08-14 03:26:00,2020-08-14 03:27:00,11207.3,D1-20200813-BEARISH,TARGET_1_5R,11190.50,2020-08-14 04:21:00,MLR-TECH-ABL-001,2020-08-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,16.80,1.5,0.9,TECHNICAL_ONLY_ABLATION,11.80,1.053571428571428571428571429,WIN_TARGET_1_5R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,11.2,NORMALIZED_MEDIUM_COST,D1-20200813-BEARISH-M1-C2_FVG_BREAKER-FVG-004986-BREAKER-000549,1.0,2,11213.5,M1_C2_FVG_BREAKER,1.5,11190.50,M1
11207.3,11217.5,False,300,BREAKER,11207.1,11211.5,4,FVG-004986|BREAKER-000549,11207.1,11207.5,11202.8,11222.0,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-08-13 00:00:00,2020-08-14 03:22:00,BEARISH,2020-08-14 03:26:00,2020-08-14 03:27:00,11207.3,D1-20200813-BEARISH,STOP,11217.5,2020-08-14 08:26:00,MLR-TECH-ABL-001,2020-08-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-10.2,-0.4396551724137931034482758621,4.983333333333333,TECHNICAL_ONLY_ABLATION,-23.20,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,23.2,NORMALIZED_HIGH_COST,D1-20200813-BEARISH-M1-C2_FVG_BREAKER-FVG-004986-BREAKER-000549,3.0,6,11217.5,M1_C2_FVG_BREAKER,1.5,11172.50,M1
12101.4,12102.9,False,4,BREAKER,12100.9,12101.9,1.0,FVG-005190|BREAKER-000568,12100.9,12101.9,12100.65,12103.65,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-10-13 00:00:00,2020-10-14 01:37:00,BEARISH,2020-10-14 01:37:00,2020-10-14 01:38:00,12101.4,D1-20201013-BEARISH,STOP,12102.9,2020-10-14 01:41:00,MLR-TECH-ABL-001,2020-10-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-1.5,-0.375,0.05,TECHNICAL_ONLY_ABLATION,-4.00,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,4.00,NORMALIZED_LOW_COST,D1-20201013-BEARISH-M1-C2_FVG_BREAKER-FVG-005190-BREAKER-000568,0.50,1,12102.9,M1_C2_FVG_BREAKER,1.5,12095.400,M1
12101.4,12103.9,False,4,BREAKER,12100.9,12101.9,2,FVG-005190|BREAKER-000568,12100.9,12101.9,12099.9,12105.4,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-10-13 00:00:00,2020-10-14 01:37:00,BEARISH,2020-10-14 01:37:00,2020-10-14 01:38:00,12101.4,D1-20201013-BEARISH,STOP,12103.9,2020-10-14 01:41:00,MLR-TECH-ABL-001,2020-10-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-2.5,-0.3333333333333333333333333333,0.05,TECHNICAL_ONLY_ABLATION,-7.5,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,7.5,NORMALIZED_MEDIUM_COST,D1-20201013-BEARISH-M1-C2_FVG_BREAKER-FVG-005190-BREAKER-000568,1.0,2,12103.9,M1_C2_FVG_BREAKER,1.5,12090.15,M1
12101.4,12107.9,False,4,BREAKER,12100.9,12101.9,4,FVG-005190|BREAKER-000568,12100.9,12101.9,12096.9,12112.4,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-10-13 00:00:00,2020-10-14 01:37:00,BEARISH,2020-10-14 01:37:00,2020-10-14 01:38:00,12101.4,D1-20201013-BEARISH,STOP,12107.9,2020-10-14 01:41:00,MLR-TECH-ABL-001,2020-10-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-6.5,-0.3333333333333333333333333333,0.05,TECHNICAL_ONLY_ABLATION,-19.50,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,19.5,NORMALIZED_HIGH_COST,D1-20201013-BEARISH-M1-C2_FVG_BREAKER-FVG-005190-BREAKER-000568,3.0,6,12107.9,M1_C2_FVG_BREAKER,1.5,12072.15,M1
11851.6,11853.2,False,1,BREAKER,11850.6,11852.2,1.0,FVG-005390|BREAKER-000593,11851.0,11852.2,11850.85,11853.95,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-11-12 00:00:00,2020-11-13 03:14:00,BEARISH,2020-11-13 03:16:00,2020-11-13 03:17:00,11851.6,D1-20201112-BEARISH,ENTRY_BAR_STOP_ADVERSE,11853.2,2020-11-13 03:17:00,MLR-TECH-ABL-001,2020-11-14 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-1.6,-0.3902439024390243902439024390,0.0,TECHNICAL_ONLY_ABLATION,-4.10,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,4.10,NORMALIZED_LOW_COST,D1-20201112-BEARISH-M1-C2_FVG_BREAKER-FVG-005390-BREAKER-000593,0.50,1,11853.2,M1_C2_FVG_BREAKER,1.5,11845.450,M1
11851.6,11840.20,False,8,BREAKER,11850.6,11852.2,2,FVG-005390|BREAKER-000593,11851.0,11852.2,11850.1,11841.70,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-11-12 00:00:00,2020-11-13 03:14:00,BEARISH,2020-11-13 03:16:00,2020-11-13 03:17:00,11851.6,D1-20201112-BEARISH,TARGET_1_5R,11840.20,2020-11-13 03:24:00,MLR-TECH-ABL-001,2020-11-14 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,11.40,1.5,0.11666666666666667,TECHNICAL_ONLY_ABLATION,6.40,0.8421052631578947368421052632,WIN_TARGET_1_5R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,7.6,NORMALIZED_MEDIUM_COST,D1-20201112-BEARISH-M1-C2_FVG_BREAKER-FVG-005390-BREAKER-000593,1.0,2,11854.2,M1_C2_FVG_BREAKER,1.5,11840.20,M1
11851.6,11822.20,False,18,BREAKER,11850.6,11852.2,4,FVG-005390|BREAKER-000593,11851.0,11852.2,11847.1,11826.70,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-11-12 00:00:00,2020-11-13 03:14:00,BEARISH,2020-11-13 03:16:00,2020-11-13 03:17:00,11851.6,D1-20201112-BEARISH,TARGET_1_5R,11822.20,2020-11-13 03:34:00,MLR-TECH-ABL-001,2020-11-14 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,29.40,1.5,0.2833333333333333,TECHNICAL_ONLY_ABLATION,16.40,0.8367346938775510204081632653,WIN_TARGET_1_5R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,19.6,NORMALIZED_HIGH_COST,D1-20201112-BEARISH-M1-C2_FVG_BREAKER-FVG-005390-BREAKER-000593,3.0,6,11858.2,M1_C2_FVG_BREAKER,1.5,11822.20,M1
12150.5,12153.6,False,67,BREAKER,12150.4,12152.6,1.0,FVG-005542|BREAKER-000611,12150.4,12150.6,12149.75,12154.35,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-11-26 00:00:00,2020-11-27 04:28:00,BEARISH,2020-11-27 04:37:00,2020-11-27 04:38:00,12150.5,D1-20201126-BEARISH,STOP,12153.6,2020-11-27 05:44:00,MLR-TECH-ABL-001,2020-11-28 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-3.1,-0.5535714285714285714285714286,1.1,TECHNICAL_ONLY_ABLATION,-5.60,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,5.60,NORMALIZED_LOW_COST,D1-20201126-BEARISH-M1-C2_FVG_BREAKER-FVG-005542-BREAKER-000611,0.50,1,12153.6,M1_C2_FVG_BREAKER,1.5,12142.100,M1
12150.5,12154.6,False,67,BREAKER,12150.4,12152.6,2,FVG-005542|BREAKER-000611,12150.4,12150.6,12149.0,12156.1,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-11-26 00:00:00,2020-11-27 04:28:00,BEARISH,2020-11-27 04:37:00,2020-11-27 04:38:00,12150.5,D1-20201126-BEARISH,STOP,12154.6,2020-11-27 05:44:00,MLR-TECH-ABL-001,2020-11-28 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-4.1,-0.4505494505494505494505494505,1.1,TECHNICAL_ONLY_ABLATION,-9.1,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,9.1,NORMALIZED_MEDIUM_COST,D1-20201126-BEARISH-M1-C2_FVG_BREAKER-FVG-005542-BREAKER-000611,1.0,2,12154.6,M1_C2_FVG_BREAKER,1.5,12136.85,M1
12150.5,12158.6,False,75,BREAKER,12150.4,12152.6,4,FVG-005542|BREAKER-000611,12150.4,12150.6,12146.0,12163.1,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-11-26 00:00:00,2020-11-27 04:28:00,BEARISH,2020-11-27 04:37:00,2020-11-27 04:38:00,12150.5,D1-20201126-BEARISH,STOP,12158.6,2020-11-27 05:52:00,MLR-TECH-ABL-001,2020-11-28 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-8.1,-0.3838862559241706161137440758,1.2333333333333334,TECHNICAL_ONLY_ABLATION,-21.10,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,21.1,NORMALIZED_HIGH_COST,D1-20201126-BEARISH-M1-C2_FVG_BREAKER-FVG-005542-BREAKER-000611,3.0,6,12158.6,M1_C2_FVG_BREAKER,1.5,12118.85,M1
12745.349999999999,12747.0,False,3,BREAKER,12744.8,12746.0,1.0,FVG-005701|BREAKER-000623,12744.8,12745.9,12744.599999999999,12747.75,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2020-12-18 00:00:00,2020-12-21 05:10:00,BEARISH,2020-12-21 05:10:00,2020-12-21 05:11:00,12745.349999999999,D1-20201218-BEARISH,STOP,12747.0,2020-12-21 05:13:00,MLR-TECH-ABL-001,2020-12-22 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-1.650000000001,-0.3975903614459282914791696558,0.03333333333333333,TECHNICAL_ONLY_ABLATION,-4.150000000001,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,4.150000000001,NORMALIZED_LOW_COST,D1-20201218-BEARISH-M1-C2_FVG_BREAKER-FVG-005701-BREAKER-000623,0.50,1,12747.0,M1_C2_FVG_BREAKER,1.5,12739.1249999999975,M1
