available_at,direction,event_id,lower,timeframe,upper,zone_type
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12019.3,M1,12020.3,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12019.3,M1,12019.7,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12019.2,M1,12020.8,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12019.2,M1,12019.7,C2_FVG_BREAKER
2022-12-02 15:02:00,BEARISH,D1-20221201-BEARISH,12035.4,M1,12035.6,C2_FVG_BREAKER
2022-12-02 15:03:00,BEARISH,D1-20221201-BEARISH,12035.6,M1,12036.1,C1_OB_FVG
2022-12-02 15:03:00,BEARISH,D1-20221201-BEARISH,12032.8,M1,12033.4,C2_FVG_BREAKER
2022-12-02 15:17:00,BEARISH,D1-20221201-BEARISH,12027.1,M1,12027.7,C2_FVG_BREAKER
2022-12-02 15:17:00,BEARISH,D1-20221201-BEARISH,12027.1,M1,12027.9,C2_FVG_BREAKER
2022-12-02 15:17:00,BEARISH,D1-20221201-BEARISH,12028.2,M1,12029.0,C2_FVG_BREAKER
2022-12-02 15:17:00,BEARISH,D1-20221201-BEARISH,12027.5,M1,12029.4,C2_FVG_BREAKER
2022-12-02 15:17:00,BEARISH,D1-20221201-BEARISH,12027.5,M1,12029.9,C2_FVG_BREAKER
2022-12-02 15:24:00,BEARISH,D1-20221201-BEARISH,12026.7,M1,12029.0,C2_FVG_BREAKER
2022-12-02 15:24:00,BEARISH,D1-20221201-BEARISH,12027.1,M1,12029.0,C2_FVG_BREAKER
2022-12-02 15:26:00,BEARISH,D1-20221201-BEARISH,12021.1,M1,12021.2,C1_OB_FVG
2022-12-02 15:26:00,BEARISH,D1-20221201-BEARISH,12020.8,M1,12021.6,C1_OB_FVG
2022-12-02 15:26:00,BEARISH,D1-20221201-BEARISH,12020.7,M1,12021.0,C1_OB_FVG
2022-12-02 15:27:00,BEARISH,D1-20221201-BEARISH,12017.3,M1,12018.3,C2_FVG_BREAKER
2022-12-02 15:27:00,BEARISH,D1-20221201-BEARISH,12017.3,M1,12018.3,C2_FVG_BREAKER
2022-12-02 15:27:00,BEARISH,D1-20221201-BEARISH,12017.3,M1,12018.0,C2_FVG_BREAKER
2022-12-02 15:27:00,BEARISH,D1-20221201-BEARISH,12017.3,M1,12018.3,C2_FVG_BREAKER
2022-12-02 15:27:00,BEARISH,D1-20221201-BEARISH,12017.3,M1,12018.3,C2_FVG_BREAKER
2022-12-02 15:29:00,BEARISH,D1-20221201-BEARISH,12017.9,M1,12018.6,C2_FVG_BREAKER
2022-12-02 15:29:00,BEARISH,D1-20221201-BEARISH,12017.9,M1,12018.5,C2_FVG_BREAKER
2022-12-02 15:29:00,BEARISH,D1-20221201-BEARISH,12019.3,M1,12020.2,C2_FVG_BREAKER
2022-12-02 15:29:00,BEARISH,D1-20221201-BEARISH,12019.2,M1,12020.2,C2_FVG_BREAKER
2022-12-02 15:29:00,BEARISH,D1-20221201-BEARISH,12017.9,M1,12018.1,C2_FVG_BREAKER
2022-12-02 15:29:00,BEARISH,D1-20221201-BEARISH,12017.9,M1,12020.0,C2_FVG_BREAKER
2022-12-02 15:29:00,BEARISH,D1-20221201-BEARISH,12017.9,M1,12020.2,C2_FVG_BREAKER
2022-12-02 15:29:00,BEARISH,D1-20221201-BEARISH,12017.9,M1,12018.3,C2_FVG_BREAKER
2022-12-02 15:31:00,BEARISH,D1-20221201-BEARISH,12013.9,M1,12014.4,C1_OB_FVG
2022-12-02 15:32:00,BEARISH,D1-20221201-BEARISH,11998.6,M1,11999.7,C2_FVG_BREAKER
2022-12-02 15:32:00,BEARISH,D1-20221201-BEARISH,12000.3,M1,12001.7,C2_FVG_BREAKER
2022-12-02 15:32:00,BEARISH,D1-20221201-BEARISH,12004.1,M1,12005.8,C2_FVG_BREAKER
2022-12-02 15:32:00,BEARISH,D1-20221201-BEARISH,12001.5,M1,12002.7,C2_FVG_BREAKER
2022-12-02 17:29:00,BEARISH,D1-20221201-BEARISH,11907.1,M1,11916.6,C1_OB_FVG
2022-12-02 17:29:00,BEARISH,D1-20221201-BEARISH,11914.2,M1,11916.6,C1_OB_FVG
2022-12-02 18:02:00,BEARISH,D1-20221201-BEARISH,11885.3,M1,11886.6,C1_OB_FVG
2022-12-02 18:02:00,BEARISH,D1-20221201-BEARISH,11877.3,M1,11889.0,C2_FVG_BREAKER
2022-12-02 18:02:00,BEARISH,D1-20221201-BEARISH,11877.3,M1,11877.5,C2_FVG_BREAKER
2022-12-02 18:02:00,BEARISH,D1-20221201-BEARISH,11880.9,M1,11886.6,C2_FVG_BREAKER
2022-12-02 19:00:00,BEARISH,D1-20221201-BEARISH,11936.1,M1,11946.7,C1_OB_FVG
2022-12-02 19:00:00,BEARISH,D1-20221201-BEARISH,11936.1,M1,11936.7,C1_OB_FVG
2022-12-02 19:38:00,BEARISH,D1-20221201-BEARISH,11923.4,M1,11924.2,C1_OB_FVG
2022-12-02 19:39:00,BEARISH,D1-20221201-BEARISH,11922.2,M1,11922.7,C1_OB_FVG
2022-12-02 19:44:00,BEARISH,D1-20221201-BEARISH,11914.5,M1,11920.7,C2_FVG_BREAKER
2022-12-02 19:44:00,BEARISH,D1-20221201-BEARISH,11915.1,M1,11918.9,C2_FVG_BREAKER
2022-12-02 19:44:00,BEARISH,D1-20221201-BEARISH,11914.5,M1,11922.7,C2_FVG_BREAKER
2022-12-02 19:44:00,BEARISH,D1-20221201-BEARISH,11914.5,M1,11927.5,C2_FVG_BREAKER
2022-12-02 19:44:00,BEARISH,D1-20221201-BEARISH,11923.4,M1,11924.2,C2_FVG_BREAKER
2022-12-02 19:44:00,BEARISH,D1-20221201-BEARISH,11923.7,M1,11925.3,C2_FVG_BREAKER
2022-12-02 19:59:00,BEARISH,D1-20221201-BEARISH,11912.2,M1,11917.3,C1_OB_FVG
2022-12-02 19:59:00,BEARISH,D1-20221201-BEARISH,11914.2,M1,11917.3,C1_OB_FVG
2022-12-02 19:59:00,BEARISH,D1-20221201-BEARISH,11915.1,M1,11917.3,C1_OB_FVG
2022-12-02 19:59:00,BEARISH,D1-20221201-BEARISH,11913.0,M1,11917.3,C1_OB_FVG
2022-12-02 20:00:00,BEARISH,D1-20221201-BEARISH,11912.2,M1,11912.9,C1_OB_FVG
2022-12-02 20:06:00,BEARISH,D1-20221201-BEARISH,11908.2,M1,11910.0,C1_OB_FVG
2022-12-02 20:56:00,BEARISH,D1-20221201-BEARISH,11923.8,M1,11924.5,C2_FVG_BREAKER
2022-12-02 20:57:00,BEARISH,D1-20221201-BEARISH,11918.4,M1,11923.3,C2_FVG_BREAKER
2022-12-02 20:57:00,BEARISH,D1-20221201-BEARISH,11924.5,M1,11925.3,C1_OB_FVG
2022-12-02 21:07:00,BEARISH,D1-20221201-BEARISH,11916.8,M1,11919.9,C2_FVG_BREAKER
2022-12-02 21:14:00,BEARISH,D1-20221201-BEARISH,11901.9,M1,11905.3,C2_FVG_BREAKER
2022-12-02 21:14:00,BEARISH,D1-20221201-BEARISH,11902.2,M1,11905.3,C2_FVG_BREAKER
2022-12-02 21:14:00,BEARISH,D1-20221201-BEARISH,11904.9,M1,11905.3,C2_FVG_BREAKER
2022-12-02 21:14:00,BEARISH,D1-20221201-BEARISH,11902.1,M1,11905.3,C2_FVG_BREAKER
2022-12-02 21:23:00,BEARISH,D1-20221201-BEARISH,11915.3,M1,11917.3,C2_FVG_BREAKER
2022-12-02 21:39:00,BEARISH,D1-20221201-BEARISH,11921.8,M1,11924.8,C2_FVG_BREAKER
2022-12-02 22:22:00,BEARISH,D1-20221201-BEARISH,12013.9,M1,12015.4,C2_FVG_BREAKER
2022-12-02 22:22:00,BEARISH,D1-20221201-BEARISH,12014.8,M1,12015.4,C2_FVG_BREAKER
2022-12-02 22:22:00,BEARISH,D1-20221201-BEARISH,12015.3,M1,12015.4,C2_FVG_BREAKER
2022-12-02 22:28:00,BEARISH,D1-20221201-BEARISH,11997.9,M1,11998.2,C1_OB_FVG
2022-12-02 22:28:00,BEARISH,D1-20221201-BEARISH,11997.9,M1,11998.5,C1_OB_FVG
2022-12-02 22:28:00,BEARISH,D1-20221201-BEARISH,11997.9,M1,11998.0,C1_OB_FVG
2022-12-02 22:28:00,BEARISH,D1-20221201-BEARISH,11997.9,M1,11999.4,C1_OB_FVG
2022-12-02 22:28:00,BEARISH,D1-20221201-BEARISH,11997.9,M1,11998.5,C1_OB_FVG
2022-12-02 22:34:00,BEARISH,D1-20221201-BEARISH,11993.7,M1,11994.4,C1_OB_FVG
2022-12-02 22:34:00,BEARISH,D1-20221201-BEARISH,11993.5,M1,11994.6,C1_OB_FVG
2022-12-02 22:34:00,BEARISH,D1-20221201-BEARISH,11990.2,M1,11994.5,C1_OB_FVG
2022-12-02 22:34:00,BEARISH,D1-20221201-BEARISH,11991.9,M1,11994.5,C1_OB_FVG
2022-12-02 22:34:00,BEARISH,D1-20221201-BEARISH,11989.9,M1,11990.7,C1_OB_FVG
2022-12-02 22:34:00,BEARISH,D1-20221201-BEARISH,11989.9,M1,11995.7,C1_OB_FVG
2022-12-02 22:34:00,BEARISH,D1-20221201-BEARISH,11989.9,M1,11991.9,C1_OB_FVG
2023-03-07 16:15:00,BEARISH,D1-20230306-BEARISH,12332.7,M15,12335.8,C1_OB_FVG
2023-03-07 08:05:00,BEARISH,D1-20230306-BEARISH,12340.1,M5,12341.6,C2_FVG_BREAKER
2023-03-07 13:25:00,BEARISH,D1-20230306-BEARISH,12344.6,M5,12346.3,C1_OB_FVG
2023-03-07 13:30:00,BEARISH,D1-20230306-BEARISH,12340.1,M5,12343.6,C2_FVG_BREAKER
